"KOR_SIDO","geocode","date","year","month","day","dow","mintemp","meantemp","maxtemp","meandew","meanhumi","precip","meanwindsp","meanatp","mean_local_pressure","mean_sealevel_pressure"
"광주",29,2016-08-30,2016,8,30,"화요일",19.2,22.7,26.1,16.7,70.1,0.7,2.2,19,987.9,996.1
"광주",29,2016-08-31,2016,8,31,"수요일",20.5,24.6,28.5,17,65,0,4.2,19.6,988.6,996.7
"광주",29,2016-09-01,2016,9,1,"목요일",22.6,26.5,32.2,19.6,67.8,,3.8,22.9,994.7,1002.8
"광주",29,2016-09-02,2016,9,2,"금요일",19.7,21.6,24.8,20.5,94.1,2.7,2,24.2,998,1006.3
"광주",29,2016-09-03,2016,9,3,"토요일",20.7,25.8,31.7,21.5,79.4,,1.5,25.7,999.8,1008
"광주",29,2016-09-04,2016,9,4,"일요일",23.2,26.9,33,23.1,82.1,4,1.3,28.3,1001.6,1009.8
"광주",29,2016-09-05,2016,9,5,"월요일",23.1,26.2,30.7,22.7,83,,1,27.7,1001.8,1010
"광주",29,2016-09-06,2016,9,6,"화요일",21,24.3,27.6,21.5,85.6,,0.9,25.7,1001.1,1009.4
"광주",29,2016-09-07,2016,9,7,"수요일",20.8,23.4,26.2,21,86.9,0,1,25,998.3,1006.6
"광주",29,2016-09-08,2016,9,8,"목요일",18.8,23.9,30.6,19.1,76.6,,1.3,22.1,999.3,1007.5
"광주",29,2016-09-09,2016,9,9,"금요일",21.1,24.2,30.2,19.5,77,0,1.1,22.7,1002,1010.2
"광주",29,2016-09-10,2016,9,10,"토요일",19,23,31.1,19.9,84.5,32.9,1.2,23.2,1004,1012.3
"광주",29,2016-09-11,2016,9,11,"일요일",19,23,26.9,21.2,90.9,1.7,0.9,25.3,1006.4,1014.8
"광주",29,2016-09-12,2016,9,12,"월요일",20.3,23.1,27.9,20,84.5,3.2,1.3,23.4,1007.9,1016.2
"광주",29,2016-09-13,2016,9,13,"화요일",19.3,24.8,30.5,20.1,77.4,,1.6,23.6,1009.3,1017.6
"광주",29,2016-09-14,2016,9,14,"수요일",21.8,24.3,28.6,21.3,84,,1.1,25.3,1009.5,1017.8
"광주",29,2016-09-15,2016,9,15,"목요일",20.3,24.6,30,20.6,80.8,,1.3,24.3,1007.9,1016.2
"광주",29,2016-09-16,2016,9,16,"금요일",20.4,21.7,23.6,21.3,97.8,17.9,1.5,25.4,1006.5,1014.9
"광주",29,2016-09-17,2016,9,17,"토요일",18.8,20.5,23.6,20.3,99,122.9,3.4,23.9,999.6,1008
"광주",29,2016-09-18,2016,9,18,"일요일",18.1,20.2,22.7,20,98.8,11.6,2.7,23.4,1001,1009.3
"광주",29,2016-09-19,2016,9,19,"월요일",18.2,21.3,26.2,16.9,77.5,,3.8,19.3,1001.7,1010.1
"광주",29,2016-09-20,2016,9,20,"화요일",16.3,21.2,26.6,11.7,56.9,,2.5,13.8,1006.4,1014.7
"광주",29,2016-09-21,2016,9,21,"수요일",15.6,20.4,25.1,12.7,63.4,,1.5,14.7,1011.5,1019.9
"광주",29,2016-09-22,2016,9,22,"목요일",17.8,21.5,27.5,14.6,67,,1,16.7,1009.6,1018
"광주",29,2016-09-23,2016,9,23,"금요일",17.2,21.7,27.8,16,71.8,,0.7,18.2,1008.6,1017
"광주",29,2016-09-24,2016,9,24,"토요일",17.4,22.6,27.8,17.5,75,,0.7,20,1007.7,1016
"광주",29,2016-09-25,2016,9,25,"일요일",18.7,23,27.9,18.9,79.5,,1,21.9,1007.9,1016.2
"광주",29,2016-09-26,2016,9,26,"월요일",21,23.7,28.6,21.3,87.4,2,1.2,25.4,1007.4,1015.7
"광주",29,2016-09-27,2016,9,27,"화요일",21.5,25.7,31.5,23.2,87.6,0.7,1,28.5,1006.6,1014.9
"광주",29,2016-09-28,2016,9,28,"수요일",20.6,21.9,24.2,21.3,97.3,9.4,1,25.4,1005.9,1014.3
"광주",29,2016-09-29,2016,9,29,"목요일",19.5,21.2,23.9,20.1,93.8,0.4,1.1,23.5,1007.2,1015.6
"광주",29,2016-09-30,2016,9,30,"금요일",16.9,18.5,19.8,18.2,98.1,41.8,1.6,20.9,1006.9,1015.3
"광주",29,2016-10-01,2016,10,1,"토요일",18.2,20.4,23.3,20.1,98.1,18.1,0.7,23.5,1009,1017.4
"광주",29,2016-10-02,2016,10,2,"일요일",20.3,23.5,27.3,22.2,92.6,1.5,2,26.8,1005.8,1014.1
"광주",29,2016-10-03,2016,10,3,"월요일",20.9,24,27.3,23.3,96.3,1.7,1.6,28.6,1002.3,1010.5
"광주",29,2016-10-04,2016,10,4,"화요일",18.6,23.5,31.1,20,83.1,5.4,2.1,23.3,1004.5,1012.8
"광주",29,2016-10-05,2016,10,5,"수요일",18.4,21.1,25.1,19.5,91.1,65.3,3.1,22.7,1000.8,1009.2
"광주",29,2016-10-06,2016,10,6,"목요일",15.9,20.1,25.9,14.5,74,,1.7,16.7,1011.8,1020.2
"광주",29,2016-10-07,2016,10,7,"금요일",15.7,18.4,22,16.7,91,10.1,1,19,1010.5,1019
"광주",29,2016-10-08,2016,10,8,"토요일",15.7,17.8,20.3,15.4,87.1,32.7,1.1,17.8,1004.7,1013.1
"광주",29,2016-10-09,2016,10,9,"일요일",10.7,13.9,18.4,4.3,54.3,,3.2,8.4,1010.3,1019
"광주",29,2016-10-10,2016,10,10,"월요일",10.1,14.8,19.5,8,65,,1.3,10.8,1011.6,1020.2
"광주",29,2016-10-11,2016,10,11,"화요일",12.6,15.8,20.6,11.2,75.4,,0.8,13.3,1011.6,1020.2
"광주",29,2016-10-12,2016,10,12,"수요일",12.5,16.7,23.1,9.9,67.5,,1.4,12.3,1013.2,1021.8
"광주",29,2016-10-13,2016,10,13,"목요일",13.1,15.8,19.4,10.9,74.5,,0.8,13.1,1014.4,1023
"광주",29,2016-10-14,2016,10,14,"금요일",10.9,17.5,25.4,10.9,69.6,,0.7,13,1015.8,1024.4
"광주",29,2016-10-15,2016,10,15,"토요일",12.5,18.7,24.9,12.8,71.1,,0.8,14.8,1015.9,1024.4
"광주",29,2016-10-16,2016,10,16,"일요일",14.7,16.4,17.8,15.5,95.1,60.8,1.5,17.6,1010.6,1019.2
"광주",29,2016-10-17,2016,10,17,"월요일",16,18.8,23.1,17.3,92.1,0.7,0.8,19.8,1009.2,1017.7
"광주",29,2016-10-18,2016,10,18,"화요일",13.6,18.1,23.9,14.3,81,,1,16.3,1011,1019.5
"광주",29,2016-10-19,2016,10,19,"수요일",14.4,18.5,24,15.7,85.9,,0.6,17.8,1009.8,1018.3
"광주",29,2016-10-20,2016,10,20,"목요일",12.7,17.4,21.5,14.7,85.4,,0.7,16.8,1009.9,1018.4
"광주",29,2016-10-21,2016,10,21,"금요일",16.3,17.9,19.6,14.1,78.9,0,1.2,16.1,1010.2,1018.6
"광주",29,2016-10-22,2016,10,22,"토요일",14.9,18.4,22.4,13.7,75.1,0,1.3,15.7,1005,1013.5
"광주",29,2016-10-23,2016,10,23,"일요일",12.9,16.8,21.1,13.9,84.1,2.5,1.9,15.9,1005.9,1014.4
"광주",29,2016-10-24,2016,10,24,"월요일",12.4,16,19.7,12.1,79.1,0.6,1.6,14.1,1008.6,1017.1
"광주",29,2016-10-25,2016,10,25,"화요일",12.5,16.6,20.1,14.1,85.9,6.8,2.2,16.2,1004.4,1012.9
"광주",29,2016-10-26,2016,10,26,"수요일",10.5,15.2,19.7,11.2,78.4,0,1.6,13.3,1010.6,1019.2
"광주",29,2016-10-27,2016,10,27,"목요일",11.3,15.7,19.2,11,74.5,,1.3,13.3,1012.7,1021.3
"광주",29,2016-10-28,2016,10,28,"금요일",12.9,14.6,17.1,12.5,88.3,10.5,2.3,14.6,1007.7,1016.3
"광주",29,2016-10-29,2016,10,29,"토요일",7.7,11.3,14.6,3.9,61.3,,1.7,8.1,1016.9,1025.7
"광주",29,2016-10-30,2016,10,30,"일요일",5.9,10.1,16.9,-2.6,44.1,,2.5,5.2,1020.1,1029
"광주",29,2016-10-31,2016,10,31,"월요일",7.4,9.8,13.1,4.5,70.3,0,0.9,8.4,1018,1026.9
"광주",29,2016-11-01,2016,11,1,"화요일",3,6.6,10.1,-2.4,53.8,,2.5,5.2,1021.1,1030.1
"광주",29,2016-11-02,2016,11,2,"수요일",2.3,7.5,12.7,-0.8,57,,2.1,5.9,1018.9,1027.9
"광주",29,2016-11-03,2016,11,3,"목요일",4.4,9.8,16.4,5,74.8,0,0.8,8.8,1014.6,1023.4
"광주",29,2016-11-04,2016,11,4,"금요일",5,11.4,18,7.8,80.5,,1.2,10.7,1009.6,1018.3
"광주",29,2016-11-05,2016,11,5,"토요일",9.7,14.5,21.2,11.3,82.9,,0.9,13.4,1006.8,1015.4
"광주",29,2016-11-06,2016,11,6,"일요일",8.7,14.1,21.9,10,78.8,,1.2,12.3,1014.1,1022.8
"광주",29,2016-11-07,2016,11,7,"월요일",9.8,15,20.6,9.6,72.1,0,1.3,11.9,1014.7,1023.4
"광주",29,2016-11-08,2016,11,8,"화요일",5.2,9.2,14.7,2.7,66,1.8,2.3,7.8,1015.8,1024.6
"광주",29,2016-11-09,2016,11,9,"수요일",0.5,5.8,11.5,-6.5,43.8,,2.4,3.8,1019.4,1028.5
"광주",29,2016-11-10,2016,11,10,"목요일",5.6,8.5,12.8,4.4,78,5.4,0.8,8.8,1012,1020.9
"광주",29,2016-11-11,2016,11,11,"금요일",6.8,10.4,16.4,5.2,75,0.8,0.9,9,1011.9,1020.7
"광주",29,2016-11-12,2016,11,12,"토요일",4.9,12.3,21.2,7.1,73.1,,1.1,10.3,1014.3,1023
"광주",29,2016-11-13,2016,11,13,"일요일",10,14.7,20,11.8,84.9,2.7,0.8,14,1012.9,1021.5
"광주",29,2016-11-14,2016,11,14,"월요일",14.4,15.8,17.3,15.5,98,2.5,1.2,17.6,1007.4,1016
"광주",29,2016-11-15,2016,11,15,"화요일",5.2,10.7,15.4,1,53,,2.1,6.9,1012,1020.8
"광주",29,2016-11-16,2016,11,16,"수요일",2.5,9.2,16.8,-1.7,49.9,,1.4,5.4,1014.2,1023.1
"광주",29,2016-11-17,2016,11,17,"목요일",8.1,13.6,20,2.2,47.1,,1.9,7.2,1014.6,1023.3
"광주",29,2016-11-18,2016,11,18,"금요일",7.8,11.9,15.6,9.4,85.9,7.3,1.2,12,1009.1,1017.8
"광주",29,2016-11-19,2016,11,19,"토요일",12.5,14.7,16.4,14.5,98.9,1.2,0.6,16.5,1006.2,1014.8
"광주",29,2016-11-20,2016,11,20,"일요일",10.9,14.1,18.6,9.7,77.8,,1.1,12.2,1011.4,1020.1
"광주",29,2016-11-21,2016,11,21,"월요일",9.8,13.8,17.3,10.3,80.3,0,0.8,12.6,1008.9,1017.5
"광주",29,2016-11-22,2016,11,22,"화요일",3.7,7.5,13.2,0.3,60.8,,2.5,6.5,1013.6,1022.5
"광주",29,2016-11-23,2016,11,23,"수요일",0.5,3.6,7.6,-8.3,42.8,,2.2,3.3,1017.3,1026.4
"광주",29,2016-11-24,2016,11,24,"목요일",-0.5,2.7,6.8,-5.8,54,,3.2,4,1018.3,1027.5
"광주",29,2016-11-25,2016,11,25,"금요일",0.9,4.8,10.2,-4,53.1,,2.1,4.6,1018.7,1027.7
"광주",29,2016-11-26,2016,11,26,"토요일",1,3.4,6.2,-0.3,78.8,4.8,1.4,6.2,1015,1024
"광주",29,2016-11-27,2016,11,27,"일요일",1.5,5.9,10.8,2.8,82.5,,0.8,7.5,1013.1,1022.1
"광주",29,2016-11-28,2016,11,28,"월요일",2.4,6,9.5,-1.6,58.9,,1.8,5.5,1019.1,1028.2
"광주",29,2016-11-29,2016,11,29,"화요일",0.9,5.3,11.6,-7.2,42.8,,2.4,3.6,1023.5,1032.5
"광주",29,2016-11-30,2016,11,30,"수요일",2.6,5.8,8.6,1.9,78.8,5,0.7,7.4,1018.3,1027.3
"광주",29,2016-12-01,2016,12,1,"목요일",2.9,7.1,12.1,1.5,71.1,0.7,1.6,7.1,1018.7,1027.7
"광주",29,2016-12-02,2016,12,2,"금요일",-0.4,4.5,10.6,-3.8,57.6,,1.9,4.7,1022.1,1031.2
"광주",29,2016-12-03,2016,12,3,"토요일",-1.1,5.1,12.2,-1.3,66.3,,0.7,5.6,1017.5,1026.5
"광주",29,2016-12-04,2016,12,4,"일요일",3.1,6.5,10.5,2.6,76.8,0,0.7,7.4,1010.6,1019.5
"광주",29,2016-12-05,2016,12,5,"월요일",5.8,9.3,15,4.9,75.8,,1.1,8.7,1010.8,1019.6
"광주",29,2016-12-06,2016,12,6,"화요일",0.2,3.9,7.8,-6.7,47.3,,1.9,3.7,1017.3,1026.3
"광주",29,2016-12-07,2016,12,7,"수요일",-1.7,2.4,7.1,-1.6,75.5,0,0.5,5.6,1014.1,1023.2
"광주",29,2016-12-08,2016,12,8,"목요일",-0.9,5.5,11.1,1,75.5,0,0.8,6.6,1010.6,1019.5
"광주",29,2016-12-09,2016,12,9,"금요일",0.6,6.1,10.2,-0.6,63.4,1.4,2,6.1,1011.8,1020.8
"광주",29,2016-12-10,2016,12,10,"토요일",-1.4,2.6,8.9,-9.2,43.9,,1.7,3.1,1017.3,1026.5
"광주",29,2016-12-11,2016,12,11,"일요일",-2.2,3.2,9.9,-11,37.4,,1.5,2.7,1018.5,1027.6
"광주",29,2016-12-12,2016,12,12,"월요일",1.7,6.9,12.2,-0.5,61.1,0.3,0.6,6.3,1014.3,1023.3
"광주",29,2016-12-13,2016,12,13,"화요일",4.3,7.2,10.2,3.2,77.4,,1.3,7.8,1009.6,1018.5
"광주",29,2016-12-14,2016,12,14,"수요일",-0.5,2.6,4.5,-4.2,61,0,1.8,4.5,1011.9,1021
"광주",29,2016-12-15,2016,12,15,"목요일",-0.9,0.6,3.6,-4.3,70.3,1.4,1.8,4.5,1015.4,1024.6
"광주",29,2016-12-16,2016,12,16,"금요일",-3.3,0.5,4.1,-7.3,56.5,,2,3.6,1019.6,1028.8
"광주",29,2016-12-17,2016,12,17,"토요일",0,4.5,11,-1.2,67.6,,0.7,5.6,1021.6,1030.7
"광주",29,2016-12-18,2016,12,18,"일요일",0,6.4,13,2.4,77.5,0,1.1,7.3,1020.6,1029.6
"광주",29,2016-12-19,2016,12,19,"월요일",6.8,10.2,13.3,10,98.5,8.5,0.5,12.4,1015.2,1024
"광주",29,2016-12-20,2016,12,20,"화요일",7.5,10.3,15.1,7.3,83.9,,1.1,10.3,1017.3,1026.2
"광주",29,2016-12-21,2016,12,21,"수요일",7.1,12.8,16.9,11.1,89.9,11.4,1.6,13.6,1011.8,1020.5
"광주",29,2016-12-22,2016,12,22,"목요일",5.5,8.6,17.3,6.7,88.3,8.4,3.2,10.2,1005.2,1014
"광주",29,2016-12-23,2016,12,23,"금요일",1.7,2.8,5.5,0.1,82.8,0.9,2,6.2,1013.3,1022.4
"광주",29,2016-12-24,2016,12,24,"토요일",0.2,2.3,5.6,-3.7,65,,2.1,4.7,1020.4,1029.6
"광주",29,2016-12-25,2016,12,25,"일요일",-1.5,4.9,10.8,-0.8,68.9,0.1,0.8,5.8,1020.2,1029.3
"광주",29,2016-12-26,2016,12,26,"월요일",4,6.1,7.9,5.5,96.8,11.6,1.9,9.1,1011,1020
"광주",29,2016-12-27,2016,12,27,"화요일",-1.8,2.3,4.7,-4.4,62.3,0,2.5,4.6,1014.8,1023.9
"광주",29,2016-12-28,2016,12,28,"수요일",-4.6,-0.1,6.4,-10,49.5,,1.5,2.9,1020.7,1030
"광주",29,2016-12-29,2016,12,29,"목요일",-2.3,-0.4,2.9,-7.3,60.9,0.2,1.9,3.6,1021.8,1031
"광주",29,2016-12-30,2016,12,30,"금요일",-3.7,0.3,5.8,-7.8,56.5,,1.9,3.4,1023.7,1033
"광주",29,2016-12-31,2016,12,31,"토요일",-2.8,1.9,5.9,-1.8,77.5,,0.6,5.4,1021.8,1030.9
"광주",29,2017-01-01,2017,1,1,"일요일",-0.6,4.5,11.2,1.2,80.6,,0.7,6.7,1019.6,1028.7
"광주",29,2017-01-02,2017,1,2,"월요일",2.7,7.2,13.3,4,81.6,0,1,8.2,1014.7,1023.6
"광주",29,2017-01-03,2017,1,3,"화요일",1.4,5.7,11.5,-0.3,68.3,,1,6,1015.8,1024.8
"광주",29,2017-01-04,2017,1,4,"수요일",-0.5,5,11.6,0.9,77.1,,0.8,6.6,1015.3,1024.3
"광주",29,2017-01-05,2017,1,5,"목요일",2.7,6.8,10.5,1.6,71.3,0,1.6,6.9,1016.4,1025.3
"광주",29,2017-01-06,2017,1,6,"금요일",5.4,8.2,13.3,1.8,65.9,0,1.6,7,1016.9,1025.8
"광주",29,2017-01-07,2017,1,7,"토요일",1.9,6.6,9.9,1.4,71.4,0,0.9,6.8,1011.6,1020.5
"광주",29,2017-01-08,2017,1,8,"일요일",5.5,8.7,14.8,3.9,73.8,1.2,1.8,8.1,1005.3,1014
"광주",29,2017-01-09,2017,1,9,"월요일",1.6,5.1,8.7,-1.2,65.6,0,1.9,5.7,1009.6,1018.6
"광주",29,2017-01-10,2017,1,10,"화요일",0.6,2.8,6.6,-4.9,57.4,,1.9,4.3,1015,1024.1
"광주",29,2017-01-11,2017,1,11,"수요일",-3.5,0.1,4,-9.1,53.4,0,2.3,3.3,1017.1,1026.3
"광주",29,2017-01-12,2017,1,12,"목요일",-1.2,2.3,7.5,-1.8,76.3,0.1,1.1,5.4,1010.5,1019.6
"광주",29,2017-01-13,2017,1,13,"금요일",-2.2,-0.1,4.8,-4.7,71.3,0.1,1.5,4.4,1009.1,1018.3
"광주",29,2017-01-14,2017,1,14,"토요일",-4.9,-3,-0.8,-10.1,59.9,0.3,2.7,3,1016.3,1025.6
"광주",29,2017-01-15,2017,1,15,"일요일",-7.9,-3,2.3,-12.1,50.8,,2.1,2.5,1019.2,1028.5
"광주",29,2017-01-16,2017,1,16,"월요일",-4.9,-0.6,5.3,-12,48.5,,1.4,2.6,1020,1029.3
"광주",29,2017-01-17,2017,1,17,"화요일",-4.2,0.3,5.4,-9.8,48.9,,0.7,2.9,1022.2,1031.5
"광주",29,2017-01-18,2017,1,18,"수요일",-1.9,2.3,8.4,-5.9,55.8,,2.3,4,1021,1030.1
"광주",29,2017-01-19,2017,1,19,"목요일",-1.3,2.2,8.4,-4.1,66.3,,1.4,4.6,1014.7,1023.8
"광주",29,2017-01-20,2017,1,20,"금요일",-1.6,-0.3,1.3,-4,77.1,2.5,2.2,4.7,1014.4,1023.6
"광주",29,2017-01-21,2017,1,21,"토요일",-3.5,-0.5,2.6,-3.8,78.8,0.8,1.4,4.7,1018.8,1028
"광주",29,2017-01-22,2017,1,22,"일요일",-4.7,-1.7,1.1,-4.6,80.6,1,1.8,4.3,1018.6,1027.9
"광주",29,2017-01-23,2017,1,23,"월요일",-7.3,-3.6,0,-8.4,69.8,0.1,1.9,3.3,1022.5,1031.9
"광주",29,2017-01-24,2017,1,24,"화요일",-5.9,-2,2.7,-7.7,65.8,,1.5,3.4,1025.4,1034.8
"광주",29,2017-01-25,2017,1,25,"수요일",-5.5,-1.3,3.5,-7.5,64.4,,1.4,3.5,1025.2,1034.5
"광주",29,2017-01-26,2017,1,26,"목요일",-6,0.8,7.8,-7.6,57.6,,1.3,3.5,1019.8,1029
"광주",29,2017-01-27,2017,1,27,"금요일",-2.4,2,5.7,-6.6,56.6,0.6,1.9,4,1018.7,1027.8
"광주",29,2017-01-28,2017,1,28,"토요일",-4.4,3.4,11,-8.7,43.8,,1.2,3.2,1016.8,1025.9
"광주",29,2017-01-29,2017,1,29,"일요일",3.7,5.3,7.1,3.3,88.1,4.6,0.7,7.9,1008.8,1017.8
"광주",29,2017-01-30,2017,1,30,"월요일",-4.3,-0.2,3.7,-6.8,62.5,0.4,2.5,3.9,1016.7,1025.9
"광주",29,2017-01-31,2017,1,31,"화요일",-6.1,-1.4,5.5,-10.7,51.9,,1.6,2.7,1019.1,1028.4
"광주",29,2017-02-01,2017,2,1,"수요일",-3.2,-0.1,5.2,-11,45.3,,1.7,2.7,1020.1,1029.3
"광주",29,2017-02-02,2017,2,2,"목요일",-5.3,0.2,7.2,-12.7,43.6,,1.5,2.5,1021.6,1030.9
"광주",29,2017-02-03,2017,2,3,"금요일",-3.9,3,9.7,-5.4,58.1,,1.1,4.2,1017.9,1027
"광주",29,2017-02-04,2017,2,4,"토요일",2.5,6.7,11.6,-1.7,59.1,0.3,1.1,5.6,1011.3,1020.2
"광주",29,2017-02-05,2017,2,5,"일요일",3.9,5.2,6.3,3,86.3,1.1,1.5,7.7,1006,1014.9
"광주",29,2017-02-06,2017,2,6,"월요일",-0.9,1.7,4.8,-6.5,55,0,1.9,3.8,1013.9,1023
"광주",29,2017-02-07,2017,2,7,"화요일",-1.9,1.7,8,-8,50.9,,1.3,3.4,1015.6,1024.7
"광주",29,2017-02-08,2017,2,8,"수요일",0.4,1.9,5.3,-5.7,58.9,0,1.1,4.1,1010.7,1019.8
"광주",29,2017-02-09,2017,2,9,"목요일",-3.5,-1.4,1.9,-5.9,72.3,1.3,2.3,4,1008.1,1017.3
"광주",29,2017-02-10,2017,2,10,"금요일",-4.7,-3.5,-1,-6,82.6,3.7,1.5,3.9,1010.7,1020
"광주",29,2017-02-11,2017,2,11,"토요일",-5.2,-1.7,1.9,-5.4,76.1,0.2,1.2,4.1,1016.8,1026
"광주",29,2017-02-12,2017,2,12,"일요일",-1.4,1.1,6.2,-5.3,63.4,0,1.1,4.1,1020.4,1029.6
"광주",29,2017-02-13,2017,2,13,"월요일",-3.7,2.7,8.6,-2.2,72.5,,1.3,5.3,1022.2,1031.3
"광주",29,2017-02-14,2017,2,14,"화요일",0,3.5,8.4,-5.8,55,,1.5,4.2,1024,1033.1
"광주",29,2017-02-15,2017,2,15,"수요일",-2.8,4.4,13.2,-5.9,53,,1,4,1021.2,1030.3
"광주",29,2017-02-16,2017,2,16,"목요일",-0.7,8.2,15.7,4.6,80.1,6.1,1.6,9.2,1012.6,1021.5
"광주",29,2017-02-17,2017,2,17,"금요일",-0.7,5.5,11.9,-2.5,62.8,0.9,2.1,6.1,1013.2,1022.2
"광주",29,2017-02-18,2017,2,18,"토요일",-2.4,0.7,5.4,-11.1,44.5,,1.8,2.7,1017.5,1026.7
"광주",29,2017-02-19,2017,2,19,"일요일",-3.4,5.6,12.7,-3.2,54.9,0.1,2.4,5.4,1008.7,1017.6
"광주",29,2017-02-20,2017,2,20,"월요일",-2.4,3.4,12.8,-2.2,68.6,8.5,2.8,5.9,1008.9,1017.9
"광주",29,2017-02-21,2017,2,21,"화요일",-4.8,3,10.8,-8.3,45.5,,1.6,3.3,1019.8,1028.9
"광주",29,2017-02-22,2017,2,22,"수요일",3,6,7.9,4.1,89.6,19.7,1.5,8.3,1005.8,1014.7
"광주",29,2017-02-23,2017,2,23,"목요일",-1,1.7,4.9,-5.6,59.6,,2.7,4.1,1011.2,1020.3
"광주",29,2017-02-24,2017,2,24,"금요일",-2.7,1.7,6.9,-8.8,48.4,,1.9,3.2,1016.3,1025.4
"광주",29,2017-02-25,2017,2,25,"토요일",-0.6,4.5,10.9,-6.6,48.5,0,1,3.9,1014.4,1023.4
"광주",29,2017-02-26,2017,2,26,"일요일",-0.6,4.3,11,-4.7,54.4,,1,4.3,1015.9,1024.9
"광주",29,2017-02-27,2017,2,27,"월요일",-0.7,5.1,12.8,-4.9,51.8,,1,4.3,1017.9,1026.9
"광주",29,2017-02-28,2017,2,28,"화요일",-1.1,6.3,14.7,-5.9,44.8,,1,4,1016.2,1025.2
"광주",29,2017-03-01,2017,3,1,"수요일",2.3,7.7,14.6,0.2,63.4,4.3,1.7,6.5,1006.9,1015.8
"광주",29,2017-03-02,2017,3,2,"목요일",0.1,2.8,6.7,-3.1,67,1.7,2.4,5,1008.7,1017.8
"광주",29,2017-03-03,2017,3,3,"금요일",-2,5.2,13,-4,54.3,,0.9,4.6,1012,1020.9
"광주",29,2017-03-04,2017,3,4,"토요일",1.1,7.4,15.7,-2.1,55.1,,1,5.3,1010.1,1019
"광주",29,2017-03-05,2017,3,5,"일요일",2.1,7.3,15.7,-1.7,58.1,,1.1,5.6,1007.7,1016.6
"광주",29,2017-03-06,2017,3,6,"월요일",0,3.3,6.6,-9.6,41.6,,2.6,3.2,1008.5,1017.5
"광주",29,2017-03-07,2017,3,7,"화요일",-2.4,0.5,3.9,-7,58.6,1.5,1.8,3.7,1009.2,1018.4
"광주",29,2017-03-08,2017,3,8,"수요일",-1.2,2.3,7.1,-4,65.5,0.3,1.7,4.6,1007.9,1017
"광주",29,2017-03-09,2017,3,9,"목요일",1.1,6.6,12.7,-4.1,51.4,,2.5,4.7,1006.8,1015.7
"광주",29,2017-03-10,2017,3,10,"금요일",1.3,7.6,14.6,-5.4,47,,1.1,4.4,1011,1019.9
"광주",29,2017-03-11,2017,3,11,"토요일",-0.2,8.7,18.7,-8.1,35.6,,1,3.4,1014.4,1023.3
"광주",29,2017-03-12,2017,3,12,"일요일",2.4,9.9,19.1,-7.8,33.1,,1.2,3.5,1012.3,1021.1
"광주",29,2017-03-13,2017,3,13,"월요일",4.6,8.6,15.2,-1.9,51.1,,1.8,5.4,1009.1,1017.9
"광주",29,2017-03-14,2017,3,14,"화요일",2.2,6,10.8,-5,50,,1.8,4.4,1010.8,1019.8
"광주",29,2017-03-15,2017,3,15,"수요일",0.3,6,14.3,-4.8,48.5,,1.2,4.3,1014.5,1023.5
"광주",29,2017-03-16,2017,3,16,"목요일",1.3,6.6,13.9,-4.2,48.4,,1.5,4.5,1013.3,1022.2
"광주",29,2017-03-17,2017,3,17,"금요일",-0.2,7.8,17.5,-5.1,44.5,,1.2,4.2,1014.8,1023.7
"광주",29,2017-03-18,2017,3,18,"토요일",4.1,9.9,17.7,-6.2,36.4,,1.2,4,1015.5,1024.4
"광주",29,2017-03-19,2017,3,19,"일요일",3.4,11.4,20.6,-3.4,37.5,,1.3,4.8,1016.3,1025.1
"광주",29,2017-03-20,2017,3,20,"월요일",5.7,8.7,13.1,3.3,72.1,7.3,1.5,7.9,1010.1,1019
"광주",29,2017-03-21,2017,3,21,"화요일",3.9,7.2,11.4,-0.3,62.5,0.5,1.8,6.2,1009.2,1018.1
"광주",29,2017-03-22,2017,3,22,"수요일",1.3,7.7,15.3,-1.9,54.5,,0.9,5.4,1012.6,1021.4
"광주",29,2017-03-23,2017,3,23,"목요일",6,9.9,16.5,-3,41.4,,1.2,4.9,1011.8,1020.7
"광주",29,2017-03-24,2017,3,24,"금요일",3.7,9.3,14.5,0.3,54.1,,1.1,6.3,1012.2,1021
"광주",29,2017-03-25,2017,3,25,"토요일",5.7,7,9.9,5.9,92.9,11.4,1.4,9.3,1011.5,1020.4
"광주",29,2017-03-26,2017,3,26,"일요일",3.1,7,12.1,2.2,75.3,,0.9,7.2,1010.4,1019.3
"광주",29,2017-03-27,2017,3,27,"월요일",4.4,7.5,12.2,2.5,74.3,3.2,1.4,7.4,1012.9,1021.8
"광주",29,2017-03-28,2017,3,28,"화요일",3.5,8.2,15.5,0.9,67,1.1,1.5,6.7,1015.2,1024.1
"광주",29,2017-03-29,2017,3,29,"수요일",5.1,8,10.6,7,93.5,1.9,2.1,10,1013.3,1022.2
"광주",29,2017-03-30,2017,3,30,"목요일",4.7,11.8,20.4,3.7,64.4,,1.3,8.1,1012.1,1020.8
"광주",29,2017-03-31,2017,3,31,"금요일",7.4,10.9,16.6,5,68.6,0,1.3,8.8,1009.5,1018.2
"광주",29,2017-04-01,2017,4,1,"토요일",6.3,9.3,15.1,3.4,69.9,,1.5,7.9,1007.8,1016.6
"광주",29,2017-04-02,2017,4,2,"일요일",3.5,9.4,16.4,-0.5,58.6,,1.5,6.2,1011,1019.8
"광주",29,2017-04-03,2017,4,3,"월요일",3.6,11.8,21.3,-1.8,46.6,,1.2,5.6,1015.4,1024.2
